alpha,rho,N,Z,tau,reference_mode_amplitude,reference_max_intensity,open_field_error,corrected_field_error,open_intensity_error,corrected_intensity_error,reference_power_rel,open_power_rel,panel,g_theory,g_error,g_ratio,r2,n_points,scaled_error
0.8,0.3,128,1.2,0.3598867875489858,5.651041792769674e-07,1.0000021309238083,3.9900232905846324e-08,2.2070402021517275e-09,2.113249276320237e-09,2.9206713712474187e-09,0.0,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,1.3,0.389877353178068,5.761839812541723e-07,1.0000021539409758,4.3381129534298246e-08,2.445278572594394e-09,2.49136262321831e-09,3.422200944321433e-09,0.0,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,1.4,0.4198679188071501,5.880910921446808e-07,1.0000021788956217,4.6899803156752966e-08,2.695212295130458e-09,2.903497786998531e-09,3.962646078378315e-09,0.0,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,1.5,0.4498584844362322,6.008178438744337e-07,1.0000022058101914,5.045930126746021e-08,2.9575204246690914e-09,3.350544845741401e-09,4.5419855648239085e-09,0.0,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,1.6,0.4798490500653144,6.143576159909625e-07,1.0000022347088957,5.406270314635812e-08,3.2329316573193523e-09,3.833467227620611e-09,5.160266774110305e-09,0.0,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,1.7,0.5098396156943965,6.287049714315214e-07,1.000002265617728,5.77131222603492e-08,3.5222407431089927e-09,4.353303278208769e-09,5.817610868312127e-09,0.0,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,1.8,0.5398301813234787,6.438557660877991e-07,1.000002298564492,6.141370864154966e-08,3.826321629284532e-09,4.911167747736986e-09,6.5142172370390205e-09,0.0,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,1.9,0.5698207469525609,6.598072338066631e-07,1.0000023335788233,6.516765136943614e-08,4.146137508631227e-09,5.5082541165592835e-09,7.250364700635356e-09,0.0,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,2.0,0.599811312581643,6.765580495999224e-07,1.0000023706922172,6.897818101753119e-08,4.4827468603364314e-09,6.14583571758332e-09,8.026410081159008e-09,0.0,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,2.1,0.6298018782107252,6.941083732744246e-07,1.0000024099380578,7.284857215101622e-08,4.837306956733891e-09,6.825268573144946e-09,8.842787911958455e-09,0.0,0.0,open_errors,,,,,,
0.8,0.3,128,2.2,0.6597924438398074,7.124598765303913e-07,1.0000024513516466,7.678214586308224e-08,5.2110733568905614e-09,7.547993178464686e-09,9.700005882391697e-09,0.0,0.0,open_errors,,,,,,
0.8,0.3,128,2.3000000000000003,0.6897830094688895,7.316157562987448e-07,1.000002494970236,8.07822723562063e-08,5.60539651051378e-09,8.315536896648823e-09,1.059864063017068e-08,0.0,0.0,open_errors,,,,,,
0.8,0.3,128,2.4,0.7197735750979716,7.515807367225991e-07,1.000002540833061,8.485237351729058e-08,6.021715870064752e-09,9.129516678937481e-09,1.1539331569340522e-08,0.0,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,2.5,0.7497641407270538,7.723610622843445e-07,1.0000025889813762,8.89959255847807e-08,6.461552396754885e-09,9.991641405422845e-09,1.2522775710936764e-08,0.0,0.0,open_errors,,,,,,
0.8,0.3,128,2.6,0.779754706356136,7.939644842969148e-07,1.00000263945849,9.321646181087659e-08,6.926499106329537e-09,1.090371441049391e-08,1.3549720488172036e-08,0.0,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,2.7,0.8097452719852181,8.16400242482589e-07,1.0000026923098082,9.751757521489629e-08,7.418210849731714e-09,1.1867637036030456e-08,1.4620956527621652e-08,0.0,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,2.8000000000000003,0.8397358376143003,8.396790431974112e-07,1.00000274758287,1.0190292132530046e-07,7.938394847990665e-09,1.2885410808400512e-08,1.573731206674836e-08,0.0,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,2.9,0.8697264032433824,8.638130359518454e-07,1.0000028053273933,1.0637622101602189e-07,8.488801159198837e-09,1.3959140810440442e-08,1.6899647919995544e-08,-2.2204460492492028e-16,0.0,open_errors,,,,,,
0.8,0.3,128,3.0,0.8997169688724644,8.888157892483116e-07,1.0000028655953217,1.1094126338779205e-07,9.071213326305557e-09,1.50910404816459e-08,1.810884998340813e-08,0.0,-4.4408920984984055e-16,open_errors,,,,,,
0.8,0.3,128,3.1,0.9297075345015466,9.147022663367452e-07,1.0000029284408651,1.1560190866144182e-07,9.687442054415486e-09,1.6283432233352537e-08,1.936582776397512e-08,-2.2204460492492028e-16,0.0,open_errors,,,,,,
0.8,0.3,128,3.2,0.9596981001306288,9.414888020508072e-07,1.000002993920555,1.2036209116882848e-07,1.0339319271776866e-08,1.7538753448948512e-08,2.0671509520643853e-08,0.0,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,3.3000000000000003,0.989688665759711,9.69193081249815e-07,1.0000030620932894,1.2522582240471817e-07,1.1028693963684934e-08,1.885955921452645e-08,2.20268408724422e-08,-2.2204460492492028e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,3.4,1.019679231388793,9.978341189422952e-07,1.0000031330203911,1.301971940805973e-07,1.1757430249696489e-08,2.0248526329018625e-08,2.3432783485744403e-08,0.0,0.0,open_errors,,,,,,
0.8,0.3,128,3.5,1.0496697970178752,1.027432243012003e-06,1.00000320676566,1.3528038135221373e-07,1.2527406505749498e-08,2.1708458593094923e-08,2.4890315630871765e-08,-4.4408920984984055e-16,0.0,open_errors,,,,,,
0.8,0.3,128,3.6,1.0796603626469574,1.0580090791246353e-06,1.0000032833954298,1.4047964595799604e-07,1.3340516150583522e-08,2.3242289142532325e-08,2.640043211623329e-08,0.0,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,3.7,1.1096509282760396,1.0895875385767568e-06,1.0000033629786305,1.4579933955778348e-07,1.4198669586635771e-08,2.4853086095725693e-08,2.7964147632060917e-08,0.0,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,3.8,1.1396414939051218,1.1221918088396624e-06,1.0000034455868476,1.5124390712408496e-07,1.5103796819504537e-08,2.654405718596656e-08,2.9582497259852287e-08,0.0,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,3.9,1.1696320595342038,1.155847346903189e-06,1.0000035312943885,1.5681789032632142e-07,1.605785082022341e-08,2.8318555083631994e-08,3.125654049014464e-08,-4.4408920984984055e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,4.0,1.199622625163286,1.1905808754311392e-06,1.000003620178347,1.6252593105065148e-07,1.7062811424483396e-08,3.018008088983411e-08,3.298736405572103e-08,-4.4408920984984055e-16,0.0,open_errors,,,,,,
0.8,0.3,128,4.1,1.229613190792368,1.2264203818624845e-06,1.0000037123186751,1.6837277504328592e-07,1.8120688798759782e-08,3.2132291557435615e-08,3.477608492797349e-08,0.0,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,4.2,1.2596037564214504,1.2633951202630297e-06,1.0000038077982552,1.7436327553604578e-07,1.923352716312969e-08,3.4179003320748675e-08,3.6623853215251196e-08,0.0,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,4.3,1.2895943220505324,1.3015356158857458e-06,1.000003906702971,1.805023970561098e-07,2.0403408044521e-08,3.6324199287193954e-08,3.853185486946393e-08,-4.4408920984984055e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,4.4,1.3195848876796148,1.340873672451267e-06,1.0000040091217886,1.867952192454197e-07,2.1632453180512833e-08,3.857203385226907e-08,4.050131372576277e-08,-2.2204460492492028e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,4.5,1.3495754533086968,1.3814423820737594e-06,1.0000041151468348,1.932469408521128e-07,2.2922827038554336e-08,4.092683997534784e-08,4.2533493702241456e-08,0.0,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,4.6000000000000005,1.379566018937779,1.4232761376738015e-06,1.0000042248734806,1.9986288374920537e-07,2.4276738878266336e-08,4.339313482540677e-08,4.4629700026406855e-08,0.0,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,4.7,1.4095565845668612,1.4664106479872334e-06,1.0000043384004258,2.066484970833176e-07,2.5696443988023043e-08,4.5975626947209854e-08,4.6791278626342e-08,0.0,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,4.8,1.4395471501959431,1.510882954951485e-06,1.0000044558297896,2.136093615645447e-07,2.7184245057343607e-08,4.867922308422852e-08,4.90196173427151e-08,0.0,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,4.9,1.4695377158250251,1.556731453312202e-06,1.0000045772672006,2.2075119377544625e-07,2.8742493055928625e-08,5.150903528128288e-08,5.131614458629649e-08,-2.2204460492492028e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,5.0,1.4995282814541075,1.603995912796058e-06,1.0000047028218944,2.2807985071750123e-07,3.0373587681268264e-08,5.4470388591939475e-08,5.3682328706828576e-08,-4.4408920984984055e-16,0.0,open_errors,,,,,,
0.8,0.3,128,5.1000000000000005,1.5295188470831895,1.6527175022835924e-06,1.0000048326068085,2.356013343540448e-07,3.2079977991208175e-08,5.7568828954097815e-08,5.611967523329123e-08,-2.2204460492492028e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,5.2,1.559509412712272,1.7029388163283257e-06,1.0000049667386857,2.433217963634432e-07,3.3864162998548576e-08,6.081013068992531e-08,5.862972723888764e-08,-4.4408920984984055e-16,-4.4408920984984055e-16,open_errors,,,,,,
0.8,0.3,128,5.3,1.589499978341354,1.7547039036708628e-06,1.000005105338179,2.512475429346745e-07,3.572869224551522e-08,6.420030519000475e-08,6.12140610543907e-08,-4.4408920984984055e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,5.4,1.619490543970436,1.8080582980278208e-06,1.0000052485299615,2.593850397974544e-07,3.7676166541237886e-08,6.774560992016482e-08,6.387428583682613e-08,-4.4408920984984055e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,5.5,1.6494811095995183,1.8630490508635368e-06,1.0000053964428353,2.677409173239472e-07,3.9709239219943045e-08,7.14525575751498e-08,6.66120410384834e-08,-4.4408920984984055e-16,0.0,open_errors,,,,,,
0.8,0.3,128,5.6000000000000005,1.6794716752286003,1.91972476621136e-06,1.000005549209851,2.76321975746194e-07,4.18306173508626e-08,7.532792465071906e-08,6.942899505061808e-08,-4.4408920984984055e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,5.7,1.7094622408576825,1.9781356374533225e-06,1.000005706968424,2.851351905606655e-07,4.4043063382628535e-08,7.937876151968545e-08,7.232684282130925e-08,-4.4408920984984055e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,5.8,1.7394528064867647,2.0383334862880477e-06,1.000005869860461,2.941877181200252e-07,4.6349397345667864e-08,8.361240290871044e-08,7.530730677485826e-08,-4.4408920984984055e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,5.9,1.769443372115847,2.10037180353883e-06,1.0000060380324856,3.034869013052032e-07,4.875249869101815e-08,8.803647844222344e-08,7.837213346600509e-08,-4.4408920984984055e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,6.0,1.7994339377449289,2.164305791948165e-06,1.0000062116357715,3.130402753740235e-07,5.1255308986008975e-08,9.265892260972021e-08,8.15230951952953e-08,-4.4408920984984055e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,6.1000000000000005,1.8294245033740115,2.2301924110609296e-06,1.0000063908264776,3.2285557404688026e-07,5.3860834606110726e-08,9.74879870175946e-08,8.476198923322512e-08,-4.4408920984984055e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,6.2,1.8594150690030933,2.298090423988841e-06,1.0000065757657894,3.3294073565559e-07,5.657214956008584e-08,1.0253225141235685e-07,8.809063841798315e-08,-4.4408920984984055e-16,0.0,open_errors,,,,,,
0.8,0.3,128,6.3,1.8894056346321757,2.3680604462869067e-06,1.000006766620062,3.433039096204707e-07,5.939239823869594e-08,1.078006368824487e-07,9.151089192084645e-08,-2.2204460492492028e-16,0.0,open_errors,,,,,,
0.8,0.3,128,6.4,1.9193962002612577,2.440164996705409e-06,1.0000069635609727,3.539534629225499e-07,6.23247984187876e-08,1.1330241675445327e-07,9.502462601028373e-08,-4.4408920984984055e-16,0.0,open_errors,,,,,,
0.8,0.3,128,6.5,1.94938676589034,2.514468550081796e-06,1.0000071667656736,3.648979869212213e-07,6.537264397898755e-08,1.1904723106254874e-07,9.863374486222258e-08,-4.4408920984984055e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,6.6000000000000005,1.979377331519422,2.591037592216707e-06,1.0000073764169506,3.761463043365591e-07,6.853930774754328e-08,1.2504509927770413e-07,1.023401824332056e-07,-4.4408920984984055e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,6.7,2.009367897148504,2.6699406768865265e-06,1.000007592703389,3.8770747641583444e-07,7.182824381398934e-08,1.313064350530346e-07,1.0614590200759328e-07,-4.4408920984984055e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,6.8,2.039358462777586,2.751248484889864e-06,1.0000078158195436,3.995908103245351e-07,7.524299030111997e-08,1.378420600346027e-07,1.1005289899144649e-07,-4.4408920984984055e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,6.9,2.0693490284066685,2.8350338852050484e-06,1.0000080459661107,4.118058667252617e-07,7.878717123324458e-08,1.4466321923419744e-07,1.1406319988343145e-07,-4.4408920984984055e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,7.0,2.0993395940357504,2.921371998491328e-06,1.0000082833501125,4.24362467684638e-07,8.246449857179238e-08,1.5178159710389012e-07,1.1817886320475484e-07,-4.4408920984984055e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,7.1000000000000005,2.129330159664833,3.0103402625917384e-06,1.0000085281850812,4.372707047045915e-07,8.627877418672505e-08,1.592093329447896e-07,1.224019795909862e-07,-4.4408920984984055e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,7.2,2.159320725293915,3.102018500357014e-06,1.00000878069125,4.505409470477594e-07,9.023389147305427e-08,1.6695903791905066e-07,1.267346721799192e-07,-4.4408920984984055e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,7.3,2.189311290922997,3.1964889899055112e-06,1.0000090410957547,4.641838504057952e-07,9.433383668278449e-08,1.750438131947907e-07,1.3117909416522657e-07,-4.4408920984984055e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,7.4,2.2193018565520792,3.2938365370197062e-06,1.000009309632834,4.782103656373985e-07,9.85826905774492e-08,1.8347726738348941e-07,1.3573742909546216e-07,-6.661338147747608e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,7.5,2.249292422181161,3.394148550069238e-06,1.0000095865440457,4.926317479112458e-07,1.0298462967897701e-07,1.9227353469119773e-07,1.404118887615439e-07,-4.4408920984984055e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,7.6,2.279282987810244,3.4975151173921107e-06,1.0000098720784758,5.074595661959118e-07,1.0754392791377635e-07,2.014472952906184e-07,1.4520471247214738e-07,-4.4408920984984055e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,7.7,2.3092735534393256,3.6040290871642654e-06,1.000010166492971,5.227057128647969e-07,1.1226495768947102e-07,2.1101379494856595e-07,1.5011816348334117e-07,-4.4408920984984055e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,7.8,2.339264119068408,3.713786149879753e-06,1.0000104700523649,5.383824137811807e-07,1.1715219171263174e-07,2.2098886595392025e-07,1.551545285066452e-07,-8.881784196996811e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,7.9,2.36925468469749,3.826884923393645e-06,1.0000107830297158,5.545022385271132e-07,1.2221020456850237e-07,2.313889484626555e-07,1.6031611408814345e-07,-6.661338147747608e-16,-4.4408920984984055e-16,open_errors,,,,,,
0.8,0.3,128,8.0,2.399245250326572,3.943427040849342e-06,1.0000111057065566,5.710781111617096e-07,1.2744367439528846e-07,2.4223111346683573e-07,1.656052451150117e-07,-8.881784196996811e-16,-4.4408920984984055e-16,open_errors,,,,,,
0.8,0.3,128,8.1,2.429235815955654,4.06351724120367e-06,1.0000114383731442,5.881233211459501e-07,1.328573850138195e-07,2.535330849390364e-07,1.7102426255824078e-07,-8.881784196996811e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,8.2,2.459226381584736,4.187263462757683e-06,1.000011781328721,6.056515346563693e-07,1.3845622780780376e-07,2.6531326476606535e-07,1.765755204115474e-07,-6.661338147747608e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,8.3,2.489216947213819,4.314776939540735e-06,1.000012134881786,6.236768063292033e-07,1.442452043127871e-07,2.775907569936715e-07,1.8226138468977642e-07,-6.661338147747608e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,8.4,2.519207512842901,4.44617230076043e-06,1.0000124993503698,6.422135913283431e-07,1.502294282205051e-07,2.903853936868727e-07,1.88084230315252e-07,-6.661338147747608e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,8.5,2.5491980784719828,4.581567673357453e-06,1.0000128750623256,6.612767578033842e-07,1.5641412816658253e-07,3.03717761748128e-07,1.9404643994799734e-07,-6.661338147747608e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,8.6,2.5791886441010647,4.721084787760296e-06,1.000013262355617,6.808815998155349e-07,1.628046502241959e-07,3.176092308164265e-07,2.0015040170857242e-07,-6.661338147747608e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,8.700000000000001,2.609179209730147,4.864849086865116e-06,1.0000136615786273,7.010438505339922e-07,1.6940646053521273e-07,3.320819809634394e-07,2.0639850741823253e-07,-6.661338147747608e-16,-4.4408920984984055e-16,open_errors,,,,,,
0.8,0.3,128,8.8,2.6391697753592296,5.012989838496114e-06,1.0000140730904714,7.217796960476529e-07,1.762251482947716e-07,3.471590334785714e-07,2.1279315210636178e-07,-6.661338147747608e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,8.9,2.669160340988312,5.165640251268767e-06,1.0000144972613187,7.431057894834162e-07,1.8326642795455894e-07,3.628642805315527e-07,2.193367306697581e-07,-6.661338147747608e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,9.0,2.699150906617393,5.3229375940458364e-06,1.0000149344727267,7.650392657192976e-07,1.9053614226840258e-07,3.792225182232387e-07,2.260316376169012e-07,-6.661338147747608e-16,-4.4408920984984055e-16,open_errors,,,,,,
0.8,0.3,128,9.1,2.7291414722464755,5.485023319084439e-06,1.0000153851179834,7.875977563952475e-07,1.9804026464302797e-07,3.962594778244395e-07,2.328802645404496e-07,-6.661338147747608e-16,-4.4408920984984055e-16,open_errors,,,,,,
0.8,0.3,128,9.2,2.759132037875558,5.652043188935397e-06,1.00001584960246,8.107994055906018e-07,2.0578490177191653e-07,4.140018612090462e-07,2.398849986691392e-07,-6.661338147747608e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,9.3,2.7891226035046404,5.82414740739097e-06,1.0000163283439794,8.346628860743529e-07,2.1377629591898745e-07,4.3247737586922804e-07,2.4704822056422133e-07,-8.881784196996811e-16,-4.4408920984984055e-16,open_errors,,,,,,
0.8,0.3,128,9.4,2.8191131691337223,6.001490754261988e-06,1.0000168217731895,8.592074158206596e-07,2.220208271749492e-07,4.51714771293567e-07,2.543723015394947e-07,-8.881784196996811e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,9.5,2.8491037347628043,6.184232724391054e-06,1.0000173303339517,8.844527753638194e-07,2.305250157371968e-07,4.717438776462192e-07,2.618596008884075e-07,-6.661338147747608e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,9.6,2.8790943003918863,6.372537670874813e-06,1.000017854483735,9.104193255221656e-07,2.3929552402515857e-07,4.925956432364233e-07,2.695124640002467e-07,-6.661338147747608e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,9.7,2.9090848660209687,6.566574952756543e-06,1.0000183946940375,9.371280258971182e-07,2.483391583955746e-07,5.143021768110349e-07,2.773332169592904e-07,-6.661338147747608e-16,-4.4408920984984055e-16,open_errors,,,,,,
0.8,0.3,128,9.8,2.9390754316500507,6.7665190871777895e-06,1.0000189514508038,9.646004538644237e-07,2.576628713452858e-07,5.368967892194282e-07,2.853241639599036e-07,-6.661338147747608e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,9.9,2.969065997279133,6.972549906232582e-06,1.0000195252548607,9.92858824322255e-07,2.672737631598882e-07,5.604140364630323e-07,2.934875827218144e-07,-8.881784196996811e-16,-4.4408920984984055e-16,open_errors,,,,,,
0.8,0.3,128,10.0,2.999056562908215,7.184852718496114e-06,1.000020116622374,1.0219260099177574e-06,2.7717908388530624e-07,5.848897656647343e-07,3.018257195324937e-07,-8.881784196996811e-16,-2.2204460492492028e-16,open_errors,,,,,,
0.8,0.3,128,10.1,3.029047128537297,7.403618475635355e-06,1.0000207260853078,1.05182556218665e-06,2.8738623507774924e-07,6.103611609925209e-07,3.103407844130544e-07,-8.881784196996811e-16,-4.4408920984984055e-16,open_errors,,,,,,
0.8,0.3,128,10.2,3.0590376941663795,7.629043944002001e-06,1.0000213541919034,1.0825817332224617e-06,2.979027718083404e-07,6.368667919940576e-07,3.190349458432229e-07,-8.881784196996811e-16,-4.4408920984984055e-16,open_errors,,,,,,
0.8,0.3,128,10.3,3.089028259795461,7.86133188164077e-06,1.0000220015071777,1.1142194983483752e-06,3.0873640431182213e-07,6.644466645324529e-07,3.279103243768468e-07,-8.881784196996811e-16,-4.4408920984984055e-16,open_errors,,,,,,
0.8,0.3,128,10.4,3.119018825424544,8.100691220428302e-06,1.0000226686134253,1.1467645791826518e-06,3.198950001038373e-07,6.931422718895921e-07,3.369689870071636e-07,-8.881784196996811e-16,-4.4408920984984055e-16,open_errors,,,,,,
0.8,0.3,128,10.5,3.149009391053626,8.347337253928441e-06,1.0000233561107468,1.1802434678090644e-06,3.3138658598546937e-07,7.229966484990575e-07,3.462129406547645e-07,-8.881784196996811e-16,-4.4408920984984055e-16,open_errors,,,,,,
0.8,0.3,128,10.6,3.178999956682708,8.601491831032614e-06,1.0000240646175838,1.214683451671462e-06,3.4321935012824015e-07,7.540544255641494e-07,3.556441260837021e-07,-8.881784196996811e-16,-4.4408920984984055e-16,open_errors,,,,,,
0.8,0.3,128,10.7,3.2089905223117903,8.863383555402659e-06,1.0000247947712808,1.2501126393444516e-06,3.554016441972171e-07,7.863618890302728e-07,3.65264410268905e-07,-1.1102230246246014e-15,-4.4408920984984055e-16,open_errors,,,,,,
0.8,0.3,128,10.8,3.238981087940872,9.133247991025382e-06,1.000025547228656,1.286559987159969e-06,3.679419854367446e-07,8.19967038242788e-07,3.750755792908671e-07,-8.881784196996811e-16,-4.4408920984984055e-16,open_errors,,,,,,
0.8,0.3,128,10.9,3.2689716535699542,9.411327874056198e-06,1.0000263226665909,1.324055326768384e-06,3.808490591204241e-07,8.549196485042537e-07,3.850793325946859e-07,-8.881784196996811e-16,-4.4408920984984055e-16,open_errors,,,,,,
0.8,0.3,128,11.0,3.2989622191990366,9.697873331057502e-06,1.000027121782644,1.362629393722647e-06,3.941317208451384e-07,8.912713342515258e-07,3.952772743591262e-07,-8.881784196996811e-16,-4.4408920984984055e-16,open_errors,,,,,,
0.8,0.3,128,11.1,3.328952784828118,9.993142103944957e-06,1.000027945295671,1.4023138569188831e-06,4.0779899857402957e-07,9.290756154692892e-07,4.056709059684898e-07,-8.881784196996811e-16,-6.661338147747608e-16,open_errors,,,,,,
0.8,0.3,128,11.2,3.358943350457201,1.0297399781863228e-05,1.000028793946481,1.4431413492588151e-06,4.218600950370129e-07,9.68387985980012e-07,4.16261618254453e-07,-8.881784196996811e-16,-4.4408920984984055e-16,open_errors,,,,,,
0.8,0.3,128,11.3,3.388933916086283,1.061092003990608e-05,1.0000296684984935,1.4851454991403355e-06,4.363243900379613e-07,1.00926598373384e-06,4.270506842506109e-07,-8.881784196996811e-16,-4.4408920984984055e-16,open_errors,,,,,,
